,시가,고가,저가
20111125,178006,179081,176673
20111124,177582,180001,176943
20111123,182086,182086,178024
20111122,179841,183084,179793
20111121,183390,183390,181169
20111118,183963,185004,183217
20111117,186287,187688,183573
20111116,189814,191133,185313
20111115,188867,190058,187842
20111114,188933,190762,188933
20111111,184098,186346,182387
20111110,186096,186227,181325
20111109,192586,192965,189747
20111108,192789,192807,190009
20111107,193295,193295,191538
20111104,191156,192901,190633
20111103,189514,189514,186357
20111102,187051,189935,185983
20111101,189122,192508,189122
20111031,192231,194132,190204
20111028,196109,196374,192081
20111027,190616,192398,189123
20111026,187169,189602,186499
20111025,190099,190578,188368
20111024,185826,189832,185823
20111021,183189,184351,180942
20111020,185746,187050,180411
20111019,185184,185593,183438
20111018,182644,184518,182291
20111017,185572,186518,184543
20111014,181619,183919,180342
20111013,183195,183749,182310
20111012,178965,181051,177897
20111011,181036,181114,179278
20111010,176330,178337,176168
20111007,175155,176543,174742
20111006,171484,173370,170777
20111005,171852,171852,165931
20111004,168394,170645,165806
20110930,175952,177429,174289
20110929,171310,176975,170690
20110928,175104,176267,172308
20110927,170425,173571,169505
20110926,172050,172103,164411
20110923,173638,174349,169739
20110922,180724,181981,178569
20110921,184217,186977,183195
20110920,181984,184073,179375
20110919,181890,183982,181310
20110916,181945,184452,180762
20110915,179718,180663,174291
20110914,180409,180747,174378
20110909,181710,184705,181290
20110908,185805,185805,182644
20110907,181160,183354,179879
20110906,175298,179047,174403
20110905,182930,182975,178582
20110902,187262,189086,185370
20110901,188721,192840,187740
20110831,184689,188011,183782
20110830,185377,186351,183565
20110829,180760,183666,178729
20110826,175439,178290,175439
20110825,179108,180377,176279
20110824,178839,179911,174407
20110823,173523,178192,171997
20110822,175659,176364,170454
20110819,178978,179718,174486
20110818,189182,189494,183334
20110817,186885,190661,186860
20110816,185053,187987,184882
20110812,184413,184712,178897
20110811,173392,183248,173392
20110810,187740,187740,180229
20110809,180788,182863,168468
20110808,191657,193992,180000
20110805,193717,196673,192067
20110804,206717,207103,201523
20110803,207919,208076,205653
20110802,215285,215544,211475
20110801,216009,217328,215824
20110729,215927,215927,213321
20110728,213861,216044,213861
20110727,215266,217473,215184
20110726,216308,216870,214822
20110725,215400,215835,214699
20110722,216200,217124,215349
20110721,215394,215549,213566
20110720,215888,216422,214925
20110719,212713,214044,212343
20110718,214997,214997,212173
20110715,212357,214520,212300
20110714,211906,213008,210524
20110713,211712,212964,210763
20110712,213107,213698,210795
20110711,216794,217129,215184
20110708,219283,219283,217396
20110707,216718,218494,216515
20110706,215694,217119,215533
20110705,214940,216337,214587
20110704,214324,215329,214198
20110701,212003,213167,211668
20110630,210359,210547,209109
20110629,209787,209895,208171
20110628,209294,209994,206291
20110627,207601,207694,205840
20110624,206392,209082,206226
20110623,204806,206496,204806
20110622,206691,207446,205936
20110621,204115,205119,201586
20110620,203435,204712,201752
20110617,205746,205867,200884
20110616,205716,206817,204381
20110615,208796,209100,206482
20110614,204522,208225,204069
20110613,203054,205765,202542
20110610,208585,209394,204524
20110609,207670,208882,206758
20110608,210297,210911,206878
20110607,209345,210685,209126
20110603,212347,213193,210875
20110602,209837,212680,209397
20110601,214267,215295,213285
20110531,210416,214679,210277
20110530,211527,211613,208575
20110527,208736,211136,208524
20110526,205993,209435,205649
20110525,207353,208212,203068
20110524,205244,207064,204855
20110523,210044,210044,205571
20110520,210145,211248,208406
20110519,214129,214341,209261
20110518,211070,213872,210641
20110517,210382,211144,209232
20110516,210467,211525,209716
20110513,213399,213453,210306
20110512,213924,214942,212260
20110511,216144,216663,214494
20110509,215795,216193,213659
20110506,215350,215681,213397
20110504,219690,220169,217321
20110503,222440,222804,218811
20110502,220309,222909,220292
20110429,221133,221960,217780
20110428,221542,222535,219415
20110427,222595,223147,219182
20110426,221947,222256,219676
20110425,220520,221807,219927
20110422,220304,220806,219087
20110421,219064,221136,218352
20110420,214638,216994,213880
20110419,211794,213695,211160
20110418,214683,214945,212802
20110415,213627,214271,212659
20110414,211649,214107,210963
20110413,209168,212193,208198
20110412,211721,211721,208867
20110411,212720,213533,211589
20110408,211901,213598,211872
20110407,213331,213573,211154
20110406,212913,213629,211966
20110405,211808,213043,210778
20110404,212437,212553,210382
20110401,210767,212102,210183
20110331,209809,210674,208912
20110330,207591,210020,207426
20110329,205287,207213,205009
20110328,205428,205992,204399
20110325,205835,206029,204172
20110324,202226,203693,202208
20110323,201918,202214,200559
20110322,201248,201627,200436
20110321,198547,200532,198515
20110318,196317,198804,196049
20110317,192159,196109,191913
20110316,195168,196515,193138
20110315,196682,198582,188209
20110314,194908,197123,192899
20110311,195634,197070,194932
20110310,199938,200127,197388
20110309,200779,201668,199152
20110308,198408,200724,197473
20110307,199648,200543,197813
20110304,198988,200889,198415
20110303,194224,197066,194123
20110302,192238,194078,192134
20110228,195440,195859,193593
20110225,195602,196548,194115
20110224,195763,197066,194541
20110223,196270,197799,195175
20110222,197834,198270,195877
20110221,201415,201498,199170
20110218,198924,201578,198175
20110217,200200,200659,195971
20110216,200708,202169,198911
20110215,201840,202999,200358
20110214,199909,201584,198694
20110211,201029,202142,197547
20110210,204107,204307,200850
20110209,207712,207712,203730
20110208,209047,209243,206671
20110207,210276,210783,208173
20110201,207992,208656,207173
20110131,208060,208972,206973
20110128,211569,211949,209536
20110127,211504,212106,210853
20110126,209359,211233,209241
20110125,209227,210533,208380
20110124,206732,208297,206400
20110121,210374,210439,206682
20110120,211141,211420,210261
20110119,210653,211924,208408
20110118,209585,211140,209332
20110117,211237,211886,209984
20110114,208970,210817,207644
20110113,209704,210934,208380
20110112,209170,209800,208599
20110111,207985,208832,205967
20110110,208229,208864,206930
20110107,207368,208620,206866
20110106,209435,209665,206610
20110105,208310,208714,207692
20110104,207456,208514,206912
20110103,206369,207009,205483
20101230,204782,205297,204166
20101229,202857,204349,202752
20101228,202841,204183,202657
20101227,202456,203462,201875
20101224,204064,204289,202796
20101223,204241,204362,202878
20101222,203935,204539,203525
20101221,203511,204381,203266
20101220,200814,202170,199644
20101217,201828,202755,201075
20101216,200986,201949,200233
20101215,200920,201748,200406
20101214,200060,200905,199682
20101213,199342,199736,198393
20101210,198411,199196,197973
20101209,196388,198896,196168
20101208,196030,197091,195397
20101207,195563,196464,195256
20101206,196123,196147,194635
20101203,196061,196061,194851
20101202,194371,195026,194023
20101201,190770,192932,190471
20101130,188989,191757,188986
20101129,190495,191253,188058
20101126,193278,193672,189394
20101125,193497,193559,191616
20101124,188392,192845,188252
20101123,193891,194348,191915
20101122,194701,195478,193951
20101119,193674,194096,192781
20101118,190838,192924,190437
20101117,187723,190817,187534
20101116,191211,191607,189000
20101115,191869,192543,190025
20101112,195135,195822,189949
20101111,196650,197646,191473
20101110,194573,196785,194528
20101109,194356,194766,193538
20101108,194676,194844,193029
20101105,196234,196699,193857
20101104,194156,194558,193604
20101103,193113,194323,193011
20101102,191228,192029,190718
20101101,188957,191474,188025
20101029,191361,191395,187531
20101028,190938,191489,190180
20101027,191948,192461,190218
20101026,191325,191956,190927
20101025,190251,191887,189908
20101022,188208,189731,188025
20101021,187851,187908,185838
20101020,184441,187576,183708
20101019,187898,188523,185732
20101018,190457,190479,187542
20101015,189885,190325,189376
20101014,188668,189976,188445
20101013,187858,188120,186641
20101012,189227,189313,185793
20101011,190855,190901,188508
20101008,190086,190086,188798
20101007,190120,190602,189314
20101006,189707,190573,189402
20101005,187410,188500,186889
20101004,188449,188950,187593
20101001,187239,188400,186890
20100930,187021,187281,186118
20100929,186527,187379,186443
20100928,185904,186272,185252
20100927,185642,186203,185197
20100924,183022,184660,182580
20100920,182152,183378,181860
20100917,182364,182854,181205
20100916,182235,182461,181185
20100915,181730,182700,181309
20100914,182478,182703,181078
20100913,181203,181912,180759
20100910,179275,180818,179195
20100909,178683,179047,177507
20100908,178048,178548,177078
20100907,179207,179650,178637
20100906,179176,179407,178449
20100903,178080,178604,177495
20100902,178322,178385,176767
20100901,175196,176721,174830
20100831,174685,175207,173623
20100830,174902,176035,174621
20100827,172400,173284,171920
20100826,174408,174440,172976
20100825,174577,175357,173479
20100824,175710,177176,174911
20100823,178059,178871,176677
20100820,176902,177635,176558
20100819,176360,178107,176298
20100818,176384,176501,175368
20100817,173736,175722,173451
20100816,173536,174602,171686
20100813,173115,174711,172524
20100812,173134,174280,172175
20100811,177534,177699,175418
20100810,179212,179455,177957
20100809,177938,179021,177672
20100806,178247,178598,176946
20100805,179663,179742,177349
20100804,179523,179523,177448
20100803,179600,179628,178457
20100802,177138,178410,176760
20100730,176824,177474,175458
20100729,177044,177696,176796
20100728,177369,177582,176454
20100727,177547,177872,176542
20100726,176010,177405,175899
20100723,175638,176062,174504
20100722,174470,175258,173249
20100721,175269,175566,174011
20100720,172738,174082,172460
20100719,171914,173790,171797
20100716,175120,175428,173666
20100715,175471,175919,174898
20100714,175443,176481,175412
20100713,173792,175048,173285
20100712,173173,173405,172460
20100709,170872,172314,169761
20100708,169917,170265,169293
20100707,168577,168577,166861
20100706,166487,168494,165030
20100705,167543,168039,166422
20100702,168895,169375,166738
20100701,168700,169390,166454
20100630,167854,169955,167547
20100629,173531,173997,170347
20100628,173453,173527,172625
20100625,172153,173370,171908
20100624,172485,173987,172172
20100623,172252,173178,172141
20100622,172796,173442,172396
20100621,172837,174148,172377
20100618,171040,171235,170192
20100617,170729,171148,170128
20100616,170798,171057,169492
20100615,168785,169674,168452
20100614,168329,169821,168195
20100611,167461,168170,166275
20100610,165192,166232,164371
20100609,165312,165561,163838
20100608,163501,165637,163043
20100607,162806,163888,161857
20100604,166099,167094,165852
20100603,164374,166367,164177
20100601,163455,164308,162340
20100531,162508,164125,162109
20100528,163014,163018,160676
20100527,156559,161159,156540
20100526,157529,158212,154965
20100525,158517,158560,153268
20100524,158983,161291,158562
20100520,162417,164047,159193
20100519,162132,163031,160154
20100518,166231,166315,162935
20100517,166857,167301,164471
20100514,168575,169959,167744
20100513,168376,170000,168291
20100512,167879,168016,165767
20100511,169240,169240,166171
20100510,166161,167958,165441
20100507,163245,165830,162583
20100506,167979,168916,167411
20100504,173057,173447,171417
20100503,173568,174015,170981
20100430,174232,174969,173981
20100429,173877,173877,172067
20100428,171617,173391,171453
20100427,174884,175615,174227
20100426,174598,175776,174580
20100423,174792,174846,173288
20100422,173729,174004,172761
20100421,173037,174819,172977
20100420,171583,172136,171018
20100419,170839,172003,170069
20100416,174224,174365,172328
20100415,174552,174738,172959
20100414,172042,173533,172042
20100413,171496,171609,169958
20100412,173037,173330,170792
20100409,173500,173745,171011
20100408,172213,173378,171951
20100407,172531,172923,172219
20100406,173298,173298,171914
20100405,172827,173100,171116
20100402,172329,172539,171556
20100401,169530,171974,169530
20100331,170258,170481,168992
20100330,170551,170557,169383
20100329,168199,169981,168144
20100326,168396,169994,168091
20100325,168042,168839,167705
20100324,169356,169503,167807
20100323,168507,168946,167791
20100322,167851,168094,166488
20100319,168252,168768,167762
20100318,167921,168770,167510
20100317,166330,168286,165964
20100316,165452,165527,164286
20100315,166386,166744,164351
20100312,166659,166686,165303
20100311,167082,167248,165648
20100310,166200,166288,165369
20100309,165794,166126,165398
20100308,165354,166028,164967
20100305,162480,163457,162474
20100304,162535,163110,161247
20100303,161525,162263,161135
20100302,161243,162015,160897
20100226,159373,159655,158070
20100225,162025,162184,158222
20100224,161655,161846,160624
20100223,162675,163045,161604
20100222,161716,163051,161716
20100219,161109,162325,159292
20100218,163089,163171,161881
20100217,161904,162831,161827
20100216,158997,160886,158687
20100212,159595,159841,157789
20100211,157495,160041,157477
20100210,157883,158156,156579
20100209,155080,157196,154911
20100208,156524,156630,154878
20100205,156759,157516,156099
20100204,161548,161937,160787
20100203,161416,161886,160255
20100202,161860,161860,159124
20100201,160387,161199,159080
20100129,162100,162657,159539
20100128,163258,164946,161926
20100127,164188,164364,162055
20100126,167047,167166,162698
20100125,166277,168183,166058
20100122,169621,170609,166560
20100121,170053,172201,169518
20100120,172301,172301,170858
20100119,171941,172322,170673
20100118,169614,171662,168889
20100115,169465,170443,168612
20100114,168068,169278,167746
20100113,168351,168758,167111
20100112,169583,170116,168329
20100111,170079,170573,169412
20100108,169406,169526,166884
20100107,170292,170790,168345
20100106,169788,170689,169610
20100105,170162,170239,168645
20100104,168171,169614,168171
20091230,167019,168277,166111
20091229,167496,168305,166207
20091228,169519,169533,167956
20091224,166366,168708,166231
20091223,166144,166168,165487
20091222,165618,165810,164721
20091221,164632,165089,163723
20091218,163925,165102,163209
20091217,166365,166465,164766
20091216,166616,167010,165210
20091215,165977,166773,165785
20091214,166274,166485,164475
20091211,165057,166405,164154
20091210,163558,165273,161271
20091209,161565,163417,160981
20091208,163078,163822,162231
20091207,163330,163572,162544
20091204,160907,162980,160839
20091203,159731,161500,159450
20091202,158262,159712,157999
20091201,155035,156972,154109
20091130,154765,156651,154765
20091127,157456,158144,151940
20091126,160673,162121,159951
20091125,160883,161490,159908
20091124,162693,162711,160114
20091123,162380,163041,161173
20091120,161328,162490,161232
20091119,160894,162535,160858
20091118,159588,161263,159486
20091117,159979,160267,158597
20091116,157763,159248,156683
20091113,158160,158707,156193
20091112,159855,160301,157272
20091111,159044,159482,157478
20091110,159533,160041,158003
20091109,157792,159210,157336
20091106,157764,157764,156548
20091105,156867,157180,155194
20091104,155602,157993,155073
20091103,156210,156501,154910
20091102,154324,157015,154324
20091030,160512,160512,158069
20091029,158452,158719,156441
20091028,164880,165246,160401
20091027,164676,165163,163715
20091026,163433,166303,163392
20091023,164362,164727,163311
20091022,163801,165003,162396
20091021,164981,166452,164556
20091020,166395,166565,164927
20091019,163334,164969,161485
20091016,165607,166749,163849
20091015,166169,167208,165333
20091014,164210,165322,163778
20091013,163449,164278,161446
20091012,166019,166137,163159
20091009,162212,164898,161461
20091008,160786,161546,159115
20091007,161907,162511,159800
20091006,162031,162602,159047
20091005,162210,162901,160371
20091001,168046,168501,162955
20090930,168860,170424,166590
20090929,169594,169671,168069
20090928,167857,168534,166897
20090925,168641,169171,166252
20090924,170619,171555,168096
20090923,172303,172317,170598
20090922,170196,172073,170157
20090921,170056,170934,169192
20090918,169517,171322,169164
20090917,170019,170488,168204
20090916,166043,169384,166043
20090915,164629,165492,164087
20090914,165317,165359,162896
20090911,164431,165377,163983
20090910,161571,164468,161376
20090909,162225,162281,160269
20090908,161648,162273,161091
20090907,161879,161998,160104
20090904,162307,162307,159720
20090903,161453,162006,160596
20090902,159866,162282,159248
20090901,159229,162434,158311
20090831,160761,161165,158028
20090828,161293,161629,159968
20090827,160883,161407,159098
20090826,160770,161505,160240
20090825,160303,161033,159600
20090824,160431,161405,160234
20090821,158261,159015,156445
20090820,155999,157708,154450
20090819,155503,156490,154593
20090818,153422,156073,153065
20090817,158873,158873,154174
20090814,158221,159446,157917
20090813,157895,158134,156464
20090812,157174,157174,155251
20090811,157233,158044,157051
20090810,158535,158815,157322
20090807,156313,157680,155918
20090806,155564,157217,154650
20090805,157171,157503,155779
20090804,157695,158612,155847
20090803,156194,157001,155477
20090731,154305,155907,153686
20090730,152456,153536,151113
20090729,152408,152980,151603
20090728,152149,152855,151850
20090727,151075,152926,150585
20090724,150832,151082,149689
20090723,149539,150470,148483
20090722,149237,149649,148504
20090721,148945,149687,148064
20090720,144785,148049,144711
20090717,144349,144560,143280
20090716,143802,144210,142651
20090715,140276,142241,140228
20090714,140053,140200,137760
20090713,142631,142631,137812
20090710,143552,143650,141599
20090709,142874,144381,142641
20090708,142492,143102,141268
20090707,143447,143957,142695
20090706,141917,143431,141620
20090703,138993,142004,138939
20090702,141915,141915,140318
20090701,138633,141479,138109
20090630,140230,140910,138576
20090629,139964,140894,138603
20090626,140157,140401,138838
20090625,136678,140235,136678
20090624,136601,137000,135031
20090623,136987,137444,135498
20090622,138185,139992,137975
20090619,138652,138875,136976
20090618,139022,139675,137138
20090617,139197,139721,138413
20090616,139470,141001,138933
20090615,142775,142775,140119
20090612,142887,143623,141650
20090611,141192,143528,140750
20090610,137961,141488,137646
20090609,140666,141000,137152
20090608,139423,141127,138741
20090605,139263,139471,137324
20090604,141024,141111,137594
20090603,142380,142705,140276
20090602,143715,143776,141162
20090601,139492,141510,138445
20090529,139325,139844,138068
20090528,135589,139217,134510
20090527,139474,139677,136030
20090526,140758,140929,136158
20090525,139399,141414,131521
20090522,140627,143132,140280
20090521,143103,143307,141273
20090520,142798,143692,142460
20090519,141695,142821,141189
20090518,138571,138720,136658
20090515,139515,139984,138583
20090514,139560,140038,138091
20090513,140959,141463,140035
20090512,140644,141121,139591
20090511,141642,142031,140542
20090508,140047,141214,139083
20090507,141455,141548,138982
20090506,139982,140857,138535
20090504,138602,139792,138112
20090430,135367,137782,135046
20090429,131062,133843,129998
20090428,134477,135380,129886
20090427,135820,136666,133402
20090424,137181,137580,134355
20090423,136730,137195,135316
20090422,134779,136041,133641
20090421,130795,133848,130322
20090420,133176,133890,131173
20090417,135493,136090,131611
20090416,135688,137128,133465
20090415,132160,134132,130516
20090414,135325,135631,132364
20090413,134174,135327,132899
20090410,134087,135569,131952
20090409,127403,131729,127202
20090408,128498,128759,126073
20090407,129632,130428,128241
20090406,129242,131530,129242
20090403,128856,129260,127445
20090402,125438,127856,124994
20090401,121406,123804,120171
20090331,120598,122821,120316
20090330,123980,124478,119632
20090327,124870,125670,123395
20090326,122651,124397,121649
20090325,121629,122902,121120
20090324,122594,122594,120508
20090323,117960,120123,117913
20090320,116503,118038,116359
20090319,118039,118691,115819
20090318,117686,117686,115711
20090317,114032,116660,113275
20090316,112609,114258,111933
20090313,113735,114783,112471
20090312,112660,113230,110760
20090311,112291,112788,111812
20090310,106061,109659,106061
20090309,106898,107713,105241
20090306,103629,105933,103629
20090305,106825,107456,105090
20090304,101890,106269,100867
20090303,99385,102918,99269
20090302,104428,104428,101087
20090227,105671,107681,104805
20090226,107771,110045,103667
20090225,109470,109573,106160
20090224,106156,107193,105586
20090223,105854,109955,105152
20090220,109525,110244,105634
20090219,110999,112127,109296
20090218,111135,112065,109600
20090217,116722,116722,112141
20090216,118352,119950,117473
20090213,117963,119248,116525
20090212,118368,118735,116258
20090211,116842,119355,116257
20090210,121505,121976,118633
20090209,122444,122773,119993
20090206,119917,121026,119067
20090205,118705,120673,117788
20090204,118322,119552,117610
20090203,115294,117428,113783
20090202,114587,117070,113637
20090130,114757,116376,114452
20090129,116582,117915,116075
20090128,112323,116019,112233
20090123,110543,110543,108766
20090122,112522,112735,110674
20090121,108743,111840,108572
20090120,113616,113648,111507
20090119,114609,115988,114131
20090116,112069,113579,110969
20090115,113847,114541,110815
20090114,116101,118452,115180
20090113,114799,116804,113394
20090112,117069,117719,115041
20090109,121450,122059,117906
20090108,121270,121843,119515
20090107,119885,122856,119520
20090106,118352,120359,117994
20090105,118098,118522,116666
20090102,113287,115740,111884
20081230,112460,114424,112132
20081229,110940,111835,108426
20081226,112854,113457,110886
20081224,114008,114368,111317
20081223,116815,117532,114013
20081222,118985,120114,116763
20081219,117424,119452,117138
20081218,118338,118983,116460
20081217,119009,119637,114604
20081216,114868,116529,113705
20081215,113842,116472,113842
20081212,112866,115299,108994
20081211,114506,116627,113550
20081210,111244,115508,110571
20081209,111609,112066,109249
20081208,104141,111127,103764
20081205,101748,103268,100830
20081204,104216,104216,99700
20081203,103841,103841,101356
20081202,100771,103841,100726
20081201,107400,108301,105862
20081128,106684,108403,106152
20081127,105863,107067,104646
20081126,99307,103070,99307
20081125,101609,102946,96628
20081124,99623,101449,96949
20081121,92974,101312,91402
20081120,96746,98451,94744
20081119,103874,103874,99457
20081118,105329,107568,103610
20081117,107433,110466,105040
20081114,112694,112940,107844
20081113,107475,108846,104034
20081112,110388,114318,109663
20081111,113334,116030,111450
20081110,115226,116557,112413
20081107,105435,113450,103872
20081106,113378,114085,108179
20081105,118492,121782,115967
20081104,113553,115445,111441
20081103,111713,115887,110932
20081031,108314,115866,106146
20081030,103683,109489,99289
20081029,104748,107833,92035
20081028,91685,101273,90149
20081027,93718,96641,89216
20081024,105158,105192,92557
20081023,108957,108957,102850
20081022,119050,119528,109556
20081021,122375,123273,118188
20081020,119590,121109,114939
20081017,124515,124515,116688
20081016,125838,126585,120514
20081015,133846,135344,132742
20081014,134231,136770,133986
20081013,127295,129419,125244
20081010,124853,124853,117851
20081009,128967,132436,127446
20081008,132396,133434,128147
20081007,134092,137124,132181
20081006,138968,138968,135172
20081002,145016,145868,141035
20081001,145340,145340,142957
20080930,138397,144806,137672
20080929,149111,149630,144933
20080926,149242,149874,146983
20080925,148773,150383,146923
20080924,147904,150109,147231
20080923,144790,148401,144550
20080922,147208,148894,145710
20080919,144131,146459,143572
20080918,138547,140035,136688
20080917,142049,144124,141260
20080916,138124,140179,137255
20080912,146841,148077,146358
20080911,145969,146790,143938
20080910,143290,146626,143005
20080909,146954,146954,144653
20080908,143759,148141,143759
20080905,139439,141524,139333
20080904,142116,143662,140933
20080903,140389,143094,139613
20080902,141826,143043,139255
20080901,145314,145669,141343
20080829,148825,149614,147087
20080828,150326,150374,147300
20080827,148778,149838,146646
20080826,147704,150233,147464
20080825,150513,151098,149663
20080822,150867,150867,147755
20080821,153955,154045,151169
20080820,153187,154953,152487
20080819,155421,155492,152831
20080818,157913,158276,156157
20080814,155365,157830,155365
20080813,157287,158146,155394
20080812,158110,159012,157088
20080811,159230,159731,158109
20080808,154770,157318,154410
20080807,157736,158251,155321
20080806,156730,158025,156088
20080805,154032,155696,153343
20080804,156701,157123,153152
20080801,157855,158749,156229
20080731,158399,160015,157781
20080730,159404,159584,157217
20080729,157216,157362,154289
20080728,160957,161115,158856
20080725,159528,161045,158948
20080724,160352,162787,160324
20080723,158627,159889,157794
20080722,155109,156375,154900
20080721,153068,156945,153005
20080718,154273,154291,150400
20080717,154138,154684,152485
20080716,151857,152987,148875
20080715,155095,155095,150641
20080714,156288,158170,155401
20080711,154301,157306,152667
20080710,149878,154234,149544
20080709,155707,156307,151905
20080708,157704,157704,150920
20080707,156825,158349,156000
20080704,160447,161065,157460
20080703,159121,161665,158083
20080702,166552,166797,160788
20080701,167570,168145,165203
20080630,168286,168961,167111
20080627,167327,168588,166969
20080626,171757,173486,171438
20080625,171045,171781,169501
20080624,170692,171723,169981
20080623,170561,172074,169479
20080620,175295,175560,172341
20080619,175636,175726,173151
20080618,174550,177511,174268
20080617,176634,176750,173871
20080616,176386,176863,175555
20080613,175367,176072,173025
20080612,175590,176129,173936
20080611,178114,178698,176066
20080610,181336,181406,176535
20080609,178790,181021,178516
20080605,183014,183282,181635
20080604,182130,183613,181312
20080603,183231,183671,181450
20080602,184830,185350,183166
20080530,184698,185236,183342
20080529,181933,184256,181933
20080528,183538,183571,180201
20080527,180620,182548,180620
20080526,181363,182074,179140
20080523,183642,184078,182616
20080522,182606,183663,181068
20080521,184897,186158,184495
20080520,188652,188985,185705
20080519,189354,190113,187505
20080516,189399,189957,188269
20080515,185274,188695,185267
20080514,184144,184802,182807
20080513,182937,184280,181398
20080509,185473,185473,181827
20080508,183117,185455,183046
20080507,186377,186809,183976
20080506,184981,185927,184336
20080502,185164,185164,184314
20080430,180874,182558,180349
20080429,182901,183123,180308
20080428,182945,183184,181420
20080425,180900,182583,180900
20080424,180888,181262,179464
20080423,178423,180902,178423
20080422,179972,180335,178547
20080421,179319,180281,179140
20080418,177289,177881,176294
20080417,178251,178385,176559
20080416,175783,176581,175379
20080415,174929,175430,173413
20080414,174688,175528,173903
20080411,176813,177992,175929
20080410,174560,176464,173578
20080408,177098,177098,174964
20080407,176974,178657,176338
20080404,176294,176806,175674
20080403,174572,176553,174243
20080402,173864,174354,173442
20080401,170164,171783,169453
20080331,170517,170931,168519
20080328,167106,170428,167089
20080327,167198,167731,166045
20080326,167681,168191,167031
20080325,167674,168077,166793
20080324,165382,166357,164589
20080321,164405,164578,163451
20080320,160229,162448,159294
20080319,162628,163268,161496
20080318,158532,159028,156696
20080317,158853,158853,153753
20080314,163778,163866,157845
20080313,165721,165721,160917
20080312,168544,168763,165817
20080311,160531,164366,160235
20080310,163442,165056,162140
20080307,168217,168217,165074
20080306,168139,170597,168011
20080305,168063,168720,166787
20080304,167710,168659,166510
20080303,167630,167630,165779
20080229,171769,172185,170821
20080228,172608,173960,171325
20080227,172596,173280,171581
20080226,172455,172647,170450
20080225,170175,171500,170164
20080222,168763,168763,167069
20080221,170801,171364,169458
20080220,170466,171815,168370
20080219,171710,172271,170893
20080218,170175,171420,168102
20080215,167239,169637,166841
20080214,166045,169745,166045
20080213,166329,166395,162957
20080212,165360,165462,164105
20080211,164851,165172,163346
20080205,168620,169799,168039
20080204,165578,169656,165578
20080201,164505,164897,161965
20080131,158219,163012,157087
20080130,165300,165320,157829
20080129,165790,166290,162252
20080128,166807,167447,162090
20080125,168293,169266,167421
20080124,166336,167569,164900
20080123,165262,165928,160454
20080122,162892,163606,157837
20080121,172395,172439,167342
20080118,168928,173742,168439
20080117,172603,173264,168710
20080116,171597,173551,170132
20080115,178153,178153,172314
20080114,178100,179069,175413
20080111,184457,184711,177626
20080110,184794,185507,182478
20080109,180206,184447,179415
20080108,183864,184062,181869
20080107,181573,184099,181435
20080104,185354,186976,182441
20080103,183444,185808,182161
20080102,189145,189250,185278
20071228,189256,191167,189081
20071227,190193,191519,189129
20071226,192491,192609,190191
20071224,189920,192139,189479
20071221,185506,187832,183234
20071220,187859,188261,184373
20071218,182130,186971,180886
20071217,187315,188639,183958
20071214,191447,192153,187727
20071213,192165,193750,189725
20071212,188750,192877,188723
20071211,192266,192971,190421
20071210,193036,193586,190095
20071207,196949,196956,193432
20071206,196589,197237,194613
20071205,191192,194503,190565
20071204,190433,192183,190151
20071203,190795,191271,188808
20071130,188658,191812,188492
20071129,188532,189145,187159
20071128,188186,188399,183380
20071127,181309,186569,178795
20071126,180376,185533,179500
20071123,180602,182061,174526
20071122,179025,181533,177139
20071121,186591,187598,180377
20071120,185341,187546,181918
20071119,193638,193650,189287
20071116,191688,192893,189025
20071115,197013,198538,193203
20071114,198293,198484,195690
20071113,192878,193593,188776
20071112,195778,195778,190187
20071109,200111,201737,196886
20071108,200964,202261,197195
20071107,207418,208503,204319
20071106,202341,205553,202024
20071105,202504,202721,199224
20071102,201465,204962,201465
20071101,208533,208545,204868
20071031,205260,206553,204393
20071030,205878,206600,203775
20071029,205162,207086,204409
20071026,198720,202807,196882
20071025,196708,198219,194105
20071024,196655,200320,192307
20071023,193692,195232,190961
20071022,190115,191019,187523
20071019,200327,200327,197010
20071018,198960,201232,197750
20071017,200039,200967,193382
20071016,201436,204284,200130
20071015,204393,204702,201204
20071012,204767,205739,202080
20071011,204035,205887,203345
20071010,203369,204478,202690
20071009,201494,202287,199505
20071008,202034,202201,200243
20071005,200784,200968,199082
20071004,199856,201321,199201
20071002,199100,201496,198164
20071001,194878,197011,194613
20070928,195099,195118,193686
20070927,194487,195239,193502
20070921,190937,192123,190211
20070920,190223,191519,189476
20070919,189278,190575,188695
20070918,186761,187083,183722
20070917,187365,187604,185345
20070914,185617,187595,184937
20070913,181787,184899,180588
20070912,185394,185531,181333
20070911,184468,185135,182790
20070910,184559,184682,181134
20070907,188660,189904,186956
20070906,186200,188906,184464
20070905,188383,189867,185952
20070904,188117,189966,187187
20070903,187692,188192,186321
20070831,184428,187335,184409
20070830,185945,186632,183609
20070829,177359,183123,177305
20070828,180658,182943,179207
20070827,182597,183465,180258
20070824,179317,180271,177507
20070823,180148,181619,179507
20070822,174193,176461,173706
20070821,174085,176425,172118
20070820,170048,173239,169342
20070817,170266,170517,162687
20070816,175419,175532,168171
20070814,184115,185713,180107
20070813,184089,184931,182096
20070810,185322,185462,181430
20070809,192399,192864,189932
20070808,187961,190522,187399
20070807,188858,188876,184968
20070806,183254,185536,182922
20070803,187507,189063,186575
20070802,187498,189081,181062
